wavenumber[1/cm],cross section[cm^2]
859.1133114905584,4.844e-20
859.1233556046604,4.508e-20
859.1333997187626,4.622e-20
859.1434438328646,5.142e-20
859.1534879469666,5.274e-20
859.1635320610686,4.72e-20
859.1735761751708,4.216e-20
859.1836202892728,4.449e-20
859.1936644033748,4.976e-20
859.2037085174769,4.95e-20
859.2137526315789,4.503e-20
859.2237967456809,4.371e-20
859.2338408597831,4.568e-20
859.2438849738851,4.614e-20
859.2539290879871,4.531e-20
859.2639732020891,4.567e-20
859.2740173161912,4.634e-20
859.2840614302933,4.682e-20
859.2941055443953,4.841e-20
859.3041496584974,4.989e-20
859.3141937725994,4.928e-20
859.3242378867014,4.743e-20
